,Sentence #,Word,Pos,Tag
707,Sentence 52,washington,NN,B-city_name
708,Sentence 52,dc,NN,B-state_code
709,Sentence 53,show,VB,O
710,Sentence 53,me,PRP,O
711,Sentence 53,airports,NNS,O
712,Sentence 53,in,IN,O
713,Sentence 53,washington,NN,B-city_name
714,Sentence 53,dc,NN,B-state_code
715,Sentence 54,fine,NN,O
716,Sentence 54,can,MD,O
717,Sentence 54,you,PRP,O
718,Sentence 54,give,VB,O
719,Sentence 54,me,PRP,O
720,Sentence 54,information,NN,O
721,Sentence 54,on,IN,O
722,Sentence 54,ground,NN,O
723,Sentence 54,transportation,NN,O
724,Sentence 54,in,IN,O
725,Sentence 54,washington,NN,B-city_name
726,Sentence 54,dc,NN,B-state_code
727,Sentence 54,to,TO,O
728,Sentence 54,downtown,VB,O
729,Sentence 55,show,VB,O
730,Sentence 55,me,PRP,O
731,Sentence 55,ground,JJ,O
732,Sentence 55,transportation,NN,O
733,Sentence 55,in,IN,O
734,Sentence 55,washington,NN,B-city_name
735,Sentence 55,dc,NN,B-state_code
736,Sentence 56,what,WP,O
737,Sentence 56,flights,NNS,O
738,Sentence 56,are,VBP,O
739,Sentence 56,there,RB,O
740,Sentence 56,available,JJ,O
741,Sentence 56,from,IN,O
742,Sentence 56,philadelphia,NN,B-fromloc
743,Sentence 56,to,TO,O
744,Sentence 56,denver,VB,B-toloc
745,Sentence 56,on,IN,O
746,Sentence 56,wednesday,NN,B-depart_date.day_name
747,Sentence 56,with,IN,O
748,Sentence 56,economy,NN,B-economy
749,Sentence 56,class,NN,I-economy
750,Sentence 57,can,MD,O
751,Sentence 57,you,PRP,O
752,Sentence 57,show,VB,O
753,Sentence 57,me,PRP,O
754,Sentence 57,economy,NN,B-economy
755,Sentence 57,class,NN,I-economy
756,Sentence 57,one,CD,B-round_trip
757,Sentence 57,way,NN,I-round_trip
758,Sentence 57,fares,VBZ,O
759,Sentence 57,for,IN,O
760,Sentence 57,flights,NNS,O
761,Sentence 57,from,IN,O
762,Sentence 57,oakland,NN,B-fromloc
763,Sentence 57,to,TO,O
764,Sentence 57,dallas,VB,B-toloc
765,Sentence 57,on,IN,O
766,Sentence 57,december,NN,B-depart_date.month_name
767,Sentence 57,sixteenth,NN,B-depart_date.day_number
768,Sentence 58,how,WRB,O
769,Sentence 58,many,JJ,O
770,Sentence 58,fare,NN,O
771,Sentence 58,codes,NNS,O
772,Sentence 58,belong,VBP,O
773,Sentence 58,to,TO,O
774,Sentence 58,economy,NN,B-economy
775,Sentence 58,class,NN,I-economy
776,Sentence 59,what,WP,O
777,Sentence 59,is,VBZ,O
778,Sentence 59,the,DT,O
779,Sentence 59,coach,NN,B-class_type
780,Sentence 59,economy,NN,B-economy
781,Sentence 59,class,NN,I-economy
782,Sentence 59,night,NN,B-depart_time.period_of_day
783,Sentence 59,service,NN,O
784,Sentence 59,from,IN,O
785,Sentence 59,boston,NN,B-fromloc
786,Sentence 59,to,TO,O
787,Sentence 59,san,VB,B-toloc
788,Sentence 59,francisco,NN,I-toloc
789,Sentence 60,what,WP,O
790,Sentence 60,flights,NNS,O
791,Sentence 60,are,VBP,O
792,Sentence 60,there,RB,O
793,Sentence 60,from,IN,O
794,Sentence 60,san,JJ,B-fromloc
795,Sentence 60,francisco,NN,I-fromloc
796,Sentence 60,to,TO,O
797,Sentence 60,philadelphia,VB,B-toloc
798,Sentence 60,daily,JJ,B-flight_days
799,Sentence 60,with,IN,O
800,Sentence 60,economy,NN,B-economy
801,Sentence 60,class,NN,I-economy
802,Sentence 61,all,DT,O
803,Sentence 61,flights,NNS,O
804,Sentence 61,from,IN,O
805,Sentence 61,washington,NN,B-fromloc
806,Sentence 61,dc,NN,B-fromloc
807,Sentence 61,to,TO,O
808,Sentence 61,san,VB,B-toloc
809,Sentence 61,francisco,NN,I-toloc
810,Sentence 61,after,IN,B-depart_time.time_relative
811,Sentence 61,5,CD,B-depart_time.time
812,Sentence 61,pm,NN,I-depart_time.time
813,Sentence 61,on,IN,O
814,Sentence 61,november,JJ,B-depart_date.month_name
815,Sentence 61,twelfth,JJ,B-depart_date.day_number
816,Sentence 61,economy,NN,B-economy
817,Sentence 61,class,NN,I-economy
818,Sentence 62,all,DT,O
819,Sentence 62,flights,NNS,O
820,Sentence 62,from,IN,O
821,Sentence 62,boston,NN,B-fromloc
822,Sentence 62,to,TO,O
823,Sentence 62,washington,VB,B-toloc
824,Sentence 62,dc,NN,B-toloc
825,Sentence 62,after,IN,B-depart_time.time_relative
826,Sentence 62,5,CD,B-depart_time.time
827,Sentence 62,pm,NN,I-depart_time.time
828,Sentence 62,on,IN,O
829,Sentence 62,november,JJ,B-depart_date.month_name
830,Sentence 62,eleventh,JJ,B-depart_date.day_number
831,Sentence 62,economy,NN,B-economy
832,Sentence 62,class,NN,I-economy
833,Sentence 63,i,NN,O
834,Sentence 63,want,VBP,O
835,Sentence 63,to,TO,O
836,Sentence 63,know,VB,O
837,Sentence 63,what,WP,O
838,Sentence 63,flights,NNS,O
839,Sentence 63,you,PRP,O
840,Sentence 63,have,VBP,O
841,Sentence 63,available,JJ,O
842,Sentence 63,coach,NN,B-class_type
843,Sentence 63,or,CC,B-or
844,Sentence 63,economy,NN,B-economy
845,Sentence 63,class,NN,I-economy
846,Sentence 63,from,IN,O
847,Sentence 63,baltimore,NN,B-fromloc
848,Sentence 63,to,TO,O
849,Sentence 63,dallas,VB,B-toloc
850,Sentence 64,all,DT,O
851,Sentence 64,flights,NNS,O
852,Sentence 64,from,IN,O
853,Sentence 64,baltimore,NN,B-fromloc
854,Sentence 64,to,TO,O
855,Sentence 64,atlanta,VB,B-toloc
856,Sentence 64,between,IN,O
857,Sentence 64,1,CD,B-depart_time.start_time
858,Sentence 64,o'clock,NN,I-depart_time.start_time
859,Sentence 64,and,CC,O
860,Sentence 64,3,CD,B-depart_time.end_time
861,Sentence 64,o'clock,NN,I-depart_time.end_time
862,Sentence 64,in,IN,O
863,Sentence 64,the,DT,O
864,Sentence 64,afternoon,NN,B-depart_time.period_of_day
865,Sentence 65,list,NN,O
866,Sentence 65,flights,NNS,O
867,Sentence 65,from,IN,O
868,Sentence 65,atlanta,NN,B-fromloc
869,Sentence 65,to,TO,O
870,Sentence 65,boston,VB,B-toloc
871,Sentence 65,leaving,VBG,O
872,Sentence 65,between,IN,O
873,Sentence 65,6,CD,B-depart_time.start_time
874,Sentence 65,pm,NNS,I-depart_time.start_time
875,Sentence 65,and,CC,O
876,Sentence 65,10,CD,B-depart_time.end_time
877,Sentence 65,pm,NN,I-depart_time.end_time
878,Sentence 65,on,IN,O
879,Sentence 65,august,NN,B-depart_date.month_name
880,Sentence 65,eighth,NN,B-depart_date.day_number
881,Sentence 66,display,NN,O
882,Sentence 66,flights,NNS,O
883,Sentence 66,from,IN,O
884,Sentence 66,dallas,NN,B-fromloc
885,Sentence 66,to,TO,O
886,Sentence 66,atlanta,VB,B-toloc
887,Sentence 66,which,WDT,O
888,Sentence 66,depart,NN,O
889,Sentence 66,between,IN,O
890,Sentence 66,2,CD,B-depart_time.start_time
891,Sentence 66,pm,NNS,I-depart_time.start_time
892,Sentence 66,and,CC,O
893,Sentence 66,6,CD,B-depart_time.end_time
894,Sentence 66,pm,NN,I-depart_time.end_time
895,Sentence 67,please,VB,O
896,Sentence 67,show,VB,O
897,Sentence 67,me,PRP,O
898,Sentence 67,the,DT,O
899,Sentence 67,flights,NNS,O
900,Sentence 67,from,IN,O
901,Sentence 67,denver,NN,B-fromloc
902,Sentence 67,to,TO,O
903,Sentence 67,baltimore,VB,B-toloc
904,Sentence 67,between,IN,O
905,Sentence 67,10,CD,B-depart_time.start_time
906,Sentence 67,am,VBP,I-depart_time.start_time
907,Sentence 67,and,CC,O
908,Sentence 67,2,CD,B-depart_time.end_time
909,Sentence 67,pm,NN,I-depart_time.end_time
910,Sentence 68,list,NN,O
911,Sentence 68,all,DT,O
912,Sentence 68,flights,NNS,O
913,Sentence 68,leaving,VBG,O
914,Sentence 68,denver,NN,B-fromloc
915,Sentence 68,between,IN,O
916,Sentence 68,8,CD,B-depart_time.start_time
917,Sentence 68,pm,NNS,I-depart_time.start_time
918,Sentence 68,and,CC,O
919,Sentence 68,9,CD,B-depart_time.end_time
920,Sentence 68,pm,NN,I-depart_time.end_time
921,Sentence 69,what,WDT,O
922,Sentence 69,are,VBP,O
923,Sentence 69,the,DT,O
924,Sentence 69,flights,NNS,O
925,Sentence 69,available,JJ,O
926,Sentence 69,between,IN,O
927,Sentence 69,10,CD,B-depart_time.start_time
928,Sentence 69,am,VBP,I-depart_time.start_time
929,Sentence 69,and,CC,O
930,Sentence 69,3,CD,B-depart_time.end_time
931,Sentence 69,pm,NN,I-depart_time.end_time
932,Sentence 69,between,IN,O
933,Sentence 69,pittsburgh,NN,B-fromloc
934,Sentence 69,and,CC,O
935,Sentence 69,fort,NN,B-toloc
936,Sentence 69,worth,NN,I-toloc
937,Sentence 70,please,VB,O
938,Sentence 70,show,VB,O
939,Sentence 70,me,PRP,O
940,Sentence 70,flights,NNS,O
941,Sentence 70,from,IN,O
942,Sentence 70,philadelphia,NN,B-fromloc
943,Sentence 70,to,TO,O
944,Sentence 70,baltimore,VB,B-toloc
945,Sentence 70,between,IN,O
946,Sentence 70,10,CD,B-depart_time.start_time
947,Sentence 70,am,VBP,I-depart_time.start_time
948,Sentence 70,and,CC,O
949,Sentence 70,2,CD,B-depart_time.end_time
950,Sentence 70,pm,NN,I-depart_time.end_time
951,Sentence 71,flights,NNS,O
952,Sentence 71,from,IN,O
953,Sentence 71,denver,NN,B-fromloc
954,Sentence 71,to,TO,O
955,Sentence 71,baltimore,VB,B-toloc
956,Sentence 71,between,IN,O
957,Sentence 71,10,CD,B-depart_time.start_time
958,Sentence 71,am,VBP,I-depart_time.start_time
959,Sentence 71,and,CC,O
960,Sentence 71,2,CD,B-depart_time.end_time
961,Sentence 71,pm,NN,I-depart_time.end_time
962,Sentence 72,are,VBP,O
963,Sentence 72,snacks,NNS,B-meal_description
964,Sentence 72,served,VBD,O
965,Sentence 72,on,IN,O
966,Sentence 72,tower,NN,B-airline_name
967,Sentence 72,air,NN,I-airline_name
968,Sentence 73,what,WP,O
969,Sentence 73,types,VBZ,O
970,Sentence 73,of,IN,O
971,Sentence 73,meals,NNS,B-meal
972,Sentence 73,are,VBP,O
973,Sentence 73,available,JJ,O
974,Sentence 74,are,VBP,O
975,Sentence 74,meals,NNS,B-meal
976,Sentence 74,ever,RB,O
977,Sentence 74,served,VBD,O
978,Sentence 74,on,IN,O
979,Sentence 74,tower,NN,B-airline_name
980,Sentence 74,air,NN,I-airline_name
981,Sentence 75,what,WDT,O
982,Sentence 75,are,VBP,O
983,Sentence 75,my,PRP$,O
984,Sentence 75,meal,NN,B-meal
985,Sentence 75,options,NNS,O
986,Sentence 75,from,IN,O
987,Sentence 75,boston,NN,B-fromloc
988,Sentence 75,to,TO,O
989,Sentence 75,denver,VB,B-toloc
990,Sentence 76,what,WP,O
991,Sentence 76,meals,NNS,B-meal
992,Sentence 76,are,VBP,O
993,Sentence 76,there,RB,O
994,Sentence 76,on,IN,O
995,Sentence 76,flight,NN,O
996,Sentence 76,382,CD,B-flight_number
997,Sentence 76,from,IN,O
998,Sentence 76,milwaukee,NN,B-fromloc
999,Sentence 76,to,TO,O
1000,Sentence 76,washington,VB,B-toloc
1001,Sentence 76,dc,NN,B-toloc
1002,Sentence 76,on,IN,O
1003,Sentence 76,tuesday,JJ,B-depart_date.day_name
1004,Sentence 76,morning,NN,B-depart_time.period_of_day
1005,Sentence 77,what,WDT,O
1006,Sentence 77,are,VBP,O
1007,Sentence 77,all,PDT,O
1008,Sentence 77,the,DT,O
1009,Sentence 77,available,JJ,O
1010,Sentence 77,meals,NNS,B-meal
1011,Sentence 78,do,VB,O
1012,Sentence 78,i,NNS,O
1013,Sentence 78,get,VB,O
1014,Sentence 78,a,DT,O
1015,Sentence 78,meal,NN,B-meal
1016,Sentence 78,on,IN,O
1017,Sentence 78,the,DT,O
1018,Sentence 78,atlanta,NN,B-fromloc
1019,Sentence 78,to,TO,O
1020,Sentence 78,bwi,VB,B-toloc
1021,Sentence 78,flight,NN,O
1022,Sentence 78,eastern,JJ,B-airline_name
1023,Sentence 78,210,CD,B-flight_number
1024,Sentence 79,show,VB,O
1025,Sentence 79,me,PRP,O
1026,Sentence 79,all,DT,O
1027,Sentence 79,meals,NNS,B-meal
1028,Sentence 79,on,IN,O
1029,Sentence 79,flights,NNS,O
1030,Sentence 79,from,IN,O
1031,Sentence 79,atlanta,NN,B-fromloc
1032,Sentence 79,to,TO,O
1033,Sentence 79,washington,VB,B-toloc
1034,Sentence 80,is,VBZ,O
1035,Sentence 80,there,EX,O
1036,Sentence 80,a,DT,O
1037,Sentence 80,meal,NN,B-meal
1038,Sentence 80,on,IN,O
1039,Sentence 80,delta,JJ,B-airline_name
1040,Sentence 80,flight,NN,O
1041,Sentence 80,852,CD,B-flight_number
1042,Sentence 80,from,IN,O
1043,Sentence 80,san,JJ,B-fromloc
1044,Sentence 80,francisco,NN,I-fromloc
1045,Sentence 80,to,TO,O
1046,Sentence 80,dallas,VB,B-toloc
1047,Sentence 80,fort,NN,I-toloc
1048,Sentence 80,worth,NN,I-toloc
1049,Sentence 81,find,VB,O
1050,Sentence 81,me,PRP,O
1051,Sentence 81,the,DT,O
1052,Sentence 81,latest,JJS,B-flight_mod
1053,Sentence 81,return,NN,O
1054,Sentence 81,flight,NN,O
1055,Sentence 81,from,IN,O
1056,Sentence 81,atlanta,NN,B-fromloc
1057,Sentence 81,to,TO,O
1058,Sentence 81,boston,VB,B-toloc
1059,Sentence 81,on,IN,O
1060,Sentence 81,the,DT,O
1061,Sentence 81,same,JJ,O
1062,Sentence 81,day,NN,B-return_date.date_relative
1063,Sentence 82,how,WRB,O
1064,Sentence 82,can,MD,O
1065,Sentence 82,i,VB,O
1066,Sentence 82,get,VB,O
1067,Sentence 82,from,IN,O
1068,Sentence 82,boston,NN,B-fromloc
1069,Sentence 82,to,TO,O
1070,Sentence 82,atlanta,VB,B-toloc
1071,Sentence 82,and,CC,O
1072,Sentence 82,back,RB,O
1073,Sentence 82,in,IN,O
1074,Sentence 82,the,DT,O
1075,Sentence 82,same,JJ,O
1076,Sentence 82,day,NN,B-return_date.date_relative
1077,Sentence 82,and,CC,O
1078,Sentence 82,have,VBP,O
1079,Sentence 82,the,DT,O
1080,Sentence 82,most,RBS,O
1081,Sentence 82,hours,NNS,O
1082,Sentence 82,on,IN,O
1083,Sentence 82,the,DT,O
1084,Sentence 82,ground,NN,O
1085,Sentence 82,in,IN,O
1086,Sentence 82,atlanta,NN,B-toloc
1087,Sentence 83,what,WP,O
1088,Sentence 83,flights,NNS,O
1089,Sentence 83,can,MD,O
1090,Sentence 83,i,VB,O
1091,Sentence 83,take,VB,O
1092,Sentence 83,between,IN,O
1093,Sentence 83,boston,NN,B-fromloc
1094,Sentence 83,and,CC,O
1095,Sentence 83,atlanta,NN,B-toloc
1096,Sentence 83,so,RB,O
1097,Sentence 83,that,IN,O
1098,Sentence 83,when,WRB,O
1099,Sentence 83,i,NNS,O
1100,Sentence 83,leave,VBP,O
1101,Sentence 83,boston,NN,B-fromloc
1102,Sentence 83,i,NN,O
1103,Sentence 83,will,MD,O
1104,Sentence 83,have,VB,O
1105,Sentence 83,the,DT,O
1106,Sentence 83,maximum,JJ,O
1107,Sentence 83,amount,NN,O
1108,Sentence 83,of,IN,O
1109,Sentence 83,time,NN,O
1110,Sentence 83,on,IN,O
1111,Sentence 83,the,DT,O
1112,Sentence 83,ground,NN,O
1113,Sentence 83,in,IN,O
1114,Sentence 83,atlanta,NN,B-toloc
1115,Sentence 83,and,CC,O
1116,Sentence 83,still,RB,O
1117,Sentence 83,return,VB,O
1118,Sentence 83,in,IN,O
1119,Sentence 83,the,DT,O
1120,Sentence 83,same,JJ,O
1121,Sentence 83,day,NN,B-return_date.date_relative
1122,Sentence 84,find,VB,O
1123,Sentence 84,me,PRP,O
1124,Sentence 84,the,DT,O
1125,Sentence 84,earliest,JJS,B-flight_mod
1126,Sentence 84,flight,NN,O
1127,Sentence 84,from,IN,O
1128,Sentence 84,boston,NN,B-fromloc
1129,Sentence 84,to,TO,O
1130,Sentence 84,atlanta,VB,B-toloc
1131,Sentence 84,and,CC,O
1132,Sentence 84,the,DT,O
1133,Sentence 84,latest,JJS,B-flight_mod
1134,Sentence 84,return,NN,O
1135,Sentence 84,to,TO,O
1136,Sentence 84,boston,VB,B-toloc
1137,Sentence 84,on,IN,O
1138,Sentence 84,the,DT,O
1139,Sentence 84,same,JJ,O
1140,Sentence 84,day,NN,B-return_date.date_relative
1141,Sentence 85,find,VB,O
1142,Sentence 85,me,PRP,O
1143,Sentence 85,the,DT,O
1144,Sentence 85,earliest,JJS,B-flight_mod
1145,Sentence 85,boston,NN,B-fromloc
1146,Sentence 85,departure,NN,O
1147,Sentence 85,and,CC,O
1148,Sentence 85,the,DT,O
1149,Sentence 85,latest,JJS,B-flight_mod
1150,Sentence 85,atlanta,JJ,B-fromloc
1151,Sentence 85,return,NN,O
1152,Sentence 85,trip,NN,O
1153,Sentence 85,so,IN,O
1154,Sentence 85,that,IN,O
1155,Sentence 85,i,NN,O
1156,Sentence 85,can,MD,O
1157,Sentence 85,be,VB,O
1158,Sentence 85,on,IN,O
1159,Sentence 85,the,DT,O
1160,Sentence 85,ground,NN,O
1161,Sentence 85,the,DT,O
1162,Sentence 85,maximum,JJ,O
1163,Sentence 85,amount,NN,O
1164,Sentence 85,of,IN,O
1165,Sentence 85,time,NN,O
1166,Sentence 85,in,IN,O
1167,Sentence 85,atlanta,NN,B-toloc
1168,Sentence 85,and,CC,O
1169,Sentence 85,return,NN,O
1170,Sentence 85,to,TO,O
1171,Sentence 85,boston,VB,B-toloc
1172,Sentence 85,on,IN,O
1173,Sentence 85,the,DT,O
1174,Sentence 85,same,JJ,O
1175,Sentence 85,day,NN,B-return_date.date_relative
1176,Sentence 86,i,NN,O
1177,Sentence 86,want,VBP,O
1178,Sentence 86,to,TO,O
1179,Sentence 86,travel,VB,O
1180,Sentence 86,from,IN,O
1181,Sentence 86,kansas,JJ,B-fromloc
1182,Sentence 86,city,NN,I-fromloc
1183,Sentence 86,to,TO,O
1184,Sentence 86,chicago,VB,B-toloc
1185,Sentence 86,round,NN,B-round_trip
1186,Sentence 86,trip,NN,I-round_trip
1187,Sentence 86,leaving,VBG,O
1188,Sentence 86,wednesday,JJ,B-depart_date.day_name
1189,Sentence 86,june,JJ,B-depart_date.month_name
1190,Sentence 86,sixteenth,JJ,B-depart_date.day_number
1191,Sentence 86,arriving,VBG,O
1192,Sentence 86,in,IN,O
1193,Sentence 86,chicago,NN,B-toloc
1194,Sentence 86,at,IN,O
1195,Sentence 86,around,IN,B-arrive_time.time_relative
1196,Sentence 86,7,CD,B-arrive_time.time
1197,Sentence 86,o'clock,NN,I-arrive_time.time
1198,Sentence 86,in,IN,O
1199,Sentence 86,the,DT,O
1200,Sentence 86,evening,NN,B-arrive_time.period_of_day
1201,Sentence 86,and,CC,O
1202,Sentence 86,returning,VBG,O
1203,Sentence 86,the,DT,O
1204,Sentence 86,next,JJ,B-return_date.date_relative
1205,Sentence 86,day,NN,O
1206,Sentence 86,arriving,VBG,O
1207,Sentence 86,in,IN,O
1208,Sentence 86,kansas,JJ,B-toloc
1209,Sentence 86,city,NN,I-toloc
1210,Sentence 86,at,IN,O
1211,Sentence 86,around,IN,B-arrive_time.time_relative
1212,Sentence 86,7,CD,B-arrive_time.time
1213,Sentence 86,o'clock,NN,I-arrive_time.time
1214,Sentence 86,in,IN,O
1215,Sentence 86,the,DT,O
1216,Sentence 86,evening,NN,B-arrive_time.period_of_day
1217,Sentence 86,which,WDT,O
1218,Sentence 86,airlines,VBZ,O
1219,Sentence 86,fly,NN,O
1220,Sentence 86,that,IN,O
1221,Sentence 86,route,NN,O
1222,Sentence 87,find,VB,O
1223,Sentence 87,me,PRP,O
1224,Sentence 87,the,DT,O
1225,Sentence 87,earliest,JJS,B-flight_mod
1226,Sentence 87,boston,NN,B-fromloc
1227,Sentence 87,departure,NN,O
1228,Sentence 87,for,IN,O
1229,Sentence 87,atlanta,NN,B-toloc
1230,Sentence 87,and,CC,O
1231,Sentence 87,the,DT,O
1232,Sentence 87,lastest,JJS,B-flight_mod
1233,Sentence 87,return,NN,O
1234,Sentence 87,trip,NN,O
1235,Sentence 87,from,IN,O
1236,Sentence 87,atlanta,NN,B-fromloc
1237,Sentence 87,so,IN,O
1238,Sentence 87,that,IN,O
1239,Sentence 87,i,NN,O
1240,Sentence 87,can,MD,O
1241,Sentence 87,be,VB,O
1242,Sentence 87,in,IN,O
1243,Sentence 87,atlanta,JJ,B-toloc
1244,Sentence 87,the,DT,O
1245,Sentence 87,longest,JJS,O
1246,Sentence 87,amount,NN,O
1247,Sentence 87,of,IN,O
1248,Sentence 87,time,NN,O
1249,Sentence 87,but,CC,O
1250,Sentence 87,return,NN,O
1251,Sentence 87,to,TO,O
1252,Sentence 87,boston,VB,B-toloc
1253,Sentence 87,the,DT,O
1254,Sentence 87,same,JJ,O
1255,Sentence 87,day,NN,B-return_date.date_relative
1256,Sentence 88,i,NN,O
1257,Sentence 88,would,MD,O
1258,Sentence 88,like,VB,O
1259,Sentence 88,to,TO,O
1260,Sentence 88,fly,VB,O
1261,Sentence 88,from,IN,O
1262,Sentence 88,pittsburgh,NN,B-fromloc
1263,Sentence 88,to,TO,O
1264,Sentence 88,atlanta,VB,B-toloc
1265,Sentence 88,on,IN,O
1266,Sentence 88,us,PRP,B-airline_name
1267,Sentence 88,air,NN,I-airline_name
1268,Sentence 88,at,IN,O
1269,Sentence 88,the,DT,O
1270,Sentence 88,latest,JJS,B-flight_mod
1271,Sentence 88,time,NN,I-flight_mod
1272,Sentence 88,possible,JJ,I-flight_mod
1273,Sentence 88,in,IN,O
1274,Sentence 88,the,DT,O
1275,Sentence 88,evening,NN,B-depart_time.period_of_day
1276,Sentence 89,list,NN,O
1277,Sentence 89,all,DT,O
1278,Sentence 89,day,NN,B-flight_mod
1279,Sentence 89,time,NN,I-flight_mod
1280,Sentence 89,flights,NNS,O
1281,Sentence 89,from,IN,O
1282,Sentence 89,pittsburgh,NN,B-fromloc
1283,Sentence 89,to,TO,O
1284,Sentence 89,boston,VB,B-toloc
1285,Sentence 90,what,WP,O
1286,Sentence 90,is,VBZ,O
1287,Sentence 90,the,DT,O
1288,Sentence 90,earliest,JJS,B-flight_mod
1289,Sentence 90,arriving,VBG,I-flight_mod
1290,Sentence 90,flight,NN,O
1291,Sentence 90,between,IN,O
1292,Sentence 90,boston,NN,B-fromloc
1293,Sentence 90,and,CC,O
1294,Sentence 90,washington,NN,B-toloc
1295,Sentence 90,dc,NN,B-toloc
1296,Sentence 91,what,WP,O
1297,Sentence 91,s,VBZ,O
1298,Sentence 91,the,DT,O
1299,Sentence 91,earliest,JJS,B-flight_mod
1300,Sentence 91,arriving,VBG,I-flight_mod
1301,Sentence 91,flight,NN,O
1302,Sentence 91,between,IN,O
1303,Sentence 91,boston,NN,B-fromloc
1304,Sentence 91,and,CC,O
1305,Sentence 91,washington,NN,B-toloc
1306,Sentence 91,dc,NN,B-toloc
1307,Sentence 92,coach,NN,B-class_type
1308,Sentence 92,fares,VBZ,O
1309,Sentence 92,only,RB,B-flight_mod
1310,Sentence 92,weekdays,NNS,I-flight_mod
1311,Sentence 92,for,IN,O
1312,Sentence 92,denver,NN,B-fromloc
1313,Sentence 92,to,TO,O
1314,Sentence 92,boston,VB,B-toloc
1315,Sentence 93,i,JJ,O
1316,Sentence 93,d,MD,O
1317,Sentence 93,like,VB,O
1318,Sentence 93,a,DT,O
1319,Sentence 93,red,JJ,B-flight_mod
1320,Sentence 93,eye,NN,I-flight_mod
1321,Sentence 93,flight,NN,O
1322,Sentence 93,from,IN,O
1323,Sentence 93,new,JJ,B-fromloc
1324,Sentence 93,york,NN,I-fromloc
1325,Sentence 93,to,TO,O
1326,Sentence 93,los,VB,B-toloc
1327,Sentence 93,angeles,NNS,I-toloc
1328,Sentence 93,on,IN,O
1329,Sentence 93,saturday,JJ,B-depart_date.day_name
1330,Sentence 93,evening,VBG,B-depart_time.period_of_day
1331,Sentence 93,on,IN,O
1332,Sentence 93,us,PRP,B-airline_name
1333,Sentence 93,air,NN,I-airline_name
1334,Sentence 94,i,NNS,O
1335,Sentence 94,need,VBP,O
1336,Sentence 94,to,TO,O
1337,Sentence 94,take,VB,O
1338,Sentence 94,ten,JJ,O
1339,Sentence 94,people,NNS,O
1340,Sentence 94,from,IN,O
1341,Sentence 94,denver,NN,B-fromloc
1342,Sentence 94,to,TO,O
1343,Sentence 94,phoenix,VB,B-toloc
1344,Sentence 94,please,VB,O
1345,Sentence 94,give,VB,O
1346,Sentence 94,me,PRP,O
1347,Sentence 94,the,DT,O
1348,Sentence 94,flights,NNS,O
1349,Sentence 94,during,IN,B-flight_mod
1350,Sentence 94,the,DT,I-flight_mod
1351,Sentence 94,week,NN,I-flight_mod
1352,Sentence 95,i,NNS,O
1353,Sentence 95,need,VBP,O
1354,Sentence 95,to,TO,O
1355,Sentence 95,take,VB,O
1356,Sentence 95,ten,JJ,O
1357,Sentence 95,people,NNS,O
1358,Sentence 95,from,IN,O
1359,Sentence 95,phoenix,NN,B-fromloc
1360,Sentence 95,to,TO,O
1361,Sentence 95,san,VB,B-toloc
1362,Sentence 95,diego,JJ,I-toloc
1363,Sentence 95,please,NN,O
1364,Sentence 95,give,VB,O
1365,Sentence 95,me,PRP,O
1366,Sentence 95,the,DT,O
1367,Sentence 95,flights,NNS,O
1368,Sentence 95,during,IN,B-flight_mod
1369,Sentence 95,week,NN,I-flight_mod
1370,Sentence 95,days,NNS,I-flight_mod
1371,Sentence 96,what,WP,O
1372,Sentence 96,is,VBZ,O
1373,Sentence 96,the,DT,O
1374,Sentence 96,earliest,JJS,B-flight_mod
1375,Sentence 96,arriving,VBG,I-flight_mod
1376,Sentence 96,flight,NN,O
1377,Sentence 96,from,IN,O
1378,Sentence 96,boston,NN,B-fromloc
1379,Sentence 96,to,TO,O
1380,Sentence 96,washington,VB,B-toloc
1381,Sentence 96,dc,NN,B-toloc
1382,Sentence 97,what,WP,O
1383,Sentence 97,s,VBZ,O
1384,Sentence 97,the,DT,O
1385,Sentence 97,latest,JJS,B-flight_mod
1386,Sentence 97,flight,NN,O
1387,Sentence 97,out,IN,O
1388,Sentence 97,of,IN,O
1389,Sentence 97,denver,NN,B-fromloc
1390,Sentence 97,that,WDT,O
1391,Sentence 97,arrives,VBZ,O
1392,Sentence 97,in,IN,O
1393,Sentence 97,pittsburgh,NN,B-toloc
1394,Sentence 97,next,JJ,B-arrive_date.date_relative
1395,Sentence 97,monday,NN,B-arrive_date.day_name
1396,Sentence 98,what,WP,O
1397,Sentence 98,flights,NNS,O
1398,Sentence 98,from,IN,O
1399,Sentence 98,salt,JJ,B-fromloc
1400,Sentence 98,lake,JJ,I-fromloc
1401,Sentence 98,city,NN,I-fromloc
1402,Sentence 98,to,TO,O
